CoC Number,CoC Name,CoC Category,Count Types,Homelessness.Type,Count,Year
MI-519,Holland/Ottawa County CoC,Largely Suburban CoC,Sheltered-Only Count,Overall.Homeless.People.in.Families,53,2021
MI-523,Eaton County CoC,Largely Suburban CoC,Sheltered-Only Count,Overall.Homeless,83,2021
MI-523,Eaton County CoC,Largely Suburban CoC,Sheltered-Only Count,Sheltered.Total.Homeless,83,2021
MI-523,Eaton County CoC,Largely Suburban CoC,Sheltered-Only Count,Unsheltered.Homeless,0,2021
MI-523,Eaton County CoC,Largely Suburban CoC,Sheltered-Only Count,Overall.Homeless.Individuals,4,2021
MI-523,Eaton County CoC,Largely Suburban CoC,Sheltered-Only Count,Overall.Homeless.People.in.Families,79,2021
MN-500,Minneapolis/Hennepin County CoC,Major City CoC,Sheltered-Only Count,Overall.Homeless,2369,2021
MN-500,Minneapolis/Hennepin County CoC,Major City CoC,Sheltered-Only Count,Sheltered.Total.Homeless,2369,2021
MN-500,Minneapolis/Hennepin County CoC,Major City CoC,Sheltered-Only Count,Unsheltered.Homeless,0,2021
MN-500,Minneapolis/Hennepin County CoC,Major City CoC,Sheltered-Only Count,Overall.Homeless.Individuals,1479,2021
MN-500,Minneapolis/Hennepin County CoC,Major City CoC,Sheltered-Only Count,Overall.Homeless.People.in.Families,890,2021
MN-501,Saint Paul/Ramsey County CoC,Other Largely Urban CoC,Sheltered and Unsheltered Count,Overall.Homeless,1872,2021
MN-501,Saint Paul/Ramsey County CoC,Other Largely Urban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,1558,2021
MN-501,Saint Paul/Ramsey County CoC,Other Largely Urban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,314,2021
MN-501,Saint Paul/Ramsey County CoC,Other Largely Urban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,1300,2021
MN-501,Saint Paul/Ramsey County CoC,Other Largely Urban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,572,2021
MN-502,Rochester/Southeast Minnesota CoC,Largely Rural CoC,Sheltered-Only Count,Overall.Homeless,419,2021
MN-502,Rochester/Southeast Minnesota CoC,Largely Rural CoC,Sheltered-Only Count,Sheltered.Total.Homeless,419,2021
MN-502,Rochester/Southeast Minnesota CoC,Largely Rural CoC,Sheltered-Only Count,Unsheltered.Homeless,0,2021
MN-502,Rochester/Southeast Minnesota CoC,Largely Rural CoC,Sheltered-Only Count,Overall.Homeless.Individuals,201,2021
MN-502,Rochester/Southeast Minnesota CoC,Largely Rural CoC,Sheltered-Only Count,Overall.Homeless.People.in.Families,218,2021
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties",Largely Suburban CoC,Sheltered-Only Count,Overall.Homeless,610,2021
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties",Largely Suburban CoC,Sheltered-Only Count,Sheltered.Total.Homeless,610,2021
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties",Largely Suburban CoC,Sheltered-Only Count,Unsheltered.Homeless,0,2021
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties",Largely Suburban CoC,Sheltered-Only Count,Overall.Homeless.Individuals,294,2021
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties",Largely Suburban CoC,Sheltered-Only Count,Overall.Homeless.People.in.Families,316,2021
MN-504,Northeast Minnesota CoC,Largely Rural CoC,Sheltered-Only Count,Overall.Homeless,73,2021
MN-504,Northeast Minnesota CoC,Largely Rural CoC,Sheltered-Only Count,Sheltered.Total.Homeless,73,2021
MN-504,Northeast Minnesota CoC,Largely Rural CoC,Sheltered-Only Count,Unsheltered.Homeless,0,2021
MN-504,Northeast Minnesota CoC,Largely Rural CoC,Sheltered-Only Count,Overall.Homeless.Individuals,26,2021
MN-504,Northeast Minnesota CoC,Largely Rural CoC,Sheltered-Only Count,Overall.Homeless.People.in.Families,47,2021
MN-505,St. Cloud/Central Minnesota CoC,Largely Rural CoC,Sheltered-Only Count,Overall.Homeless,536,2021
MN-505,St. Cloud/Central Minnesota CoC,Largely Rural CoC,Sheltered-Only Count,Sheltered.Total.Homeless,536,2021
MN-505,St. Cloud/Central Minnesota CoC,Largely Rural CoC,Sheltered-Only Count,Unsheltered.Homeless,0,2021
MN-505,St. Cloud/Central Minnesota CoC,Largely Rural CoC,Sheltered-Only Count,Overall.Homeless.Individuals,301,2021
MN-505,St. Cloud/Central Minnesota CoC,Largely Rural CoC,Sheltered-Only Count,Overall.Homeless.People.in.Families,235,2021
MN-506,Northwest Minnesota CoC,Largely Rural CoC,Sheltered-Only Count,Overall.Homeless,249,2021
MN-506,Northwest Minnesota CoC,Largely Rural CoC,Sheltered-Only Count,Sheltered.Total.Homeless,249,2021
MN-506,Northwest Minnesota CoC,Largely Rural CoC,Sheltered-Only Count,Unsheltered.Homeless,0,2021
MN-506,Northwest Minnesota CoC,Largely Rural CoC,Sheltered-Only Count,Overall.Homeless.Individuals,92,2021
MN-506,Northwest Minnesota CoC,Largely Rural CoC,Sheltered-Only Count,Overall.Homeless.People.in.Families,157,2021
MN-508,Moorhead/West Central Minnesota CoC,Largely Rural CoC,Sheltered-Only Count,Overall.Homeless,186,2021
MN-508,Moorhead/West Central Minnesota CoC,Largely Rural CoC,Sheltered-Only Count,Sheltered.Total.Homeless,186,2021
MN-508,Moorhead/West Central Minnesota CoC,Largely Rural CoC,Sheltered-Only Count,Unsheltered.Homeless,0,2021
MN-508,Moorhead/West Central Minnesota CoC,Largely Rural CoC,Sheltered-Only Count,Overall.Homeless.Individuals,80,2021
MN-508,Moorhead/West Central Minnesota CoC,Largely Rural CoC,Sheltered-Only Count,Overall.Homeless.People.in.Families,106,2021
MN-509,Duluth/St.Louis County CoC,Largely Rural CoC,Sheltered-Only Count,Overall.Homeless,348,2021
MN-509,Duluth/St.Louis County CoC,Largely Rural CoC,Sheltered-Only Count,Sheltered.Total.Homeless,348,2021
MN-509,Duluth/St.Louis County CoC,Largely Rural CoC,Sheltered-Only Count,Unsheltered.Homeless,0,2021
MN-509,Duluth/St.Louis County CoC,Largely Rural CoC,Sheltered-Only Count,Overall.Homeless.Individuals,188,2021
MN-509,Duluth/St.Louis County CoC,Largely Rural CoC,Sheltered-Only Count,Overall.Homeless.People.in.Families,160,2021
MN-511,Southwest Minnesota CoC,Largely Rural CoC,Sheltered-Only Count,Overall.Homeless,113,2021
MN-511,Southwest Minnesota CoC,Largely Rural CoC,Sheltered-Only Count,Sheltered.Total.Homeless,113,2021
MN-511,Southwest Minnesota CoC,Largely Rural CoC,Sheltered-Only Count,Unsheltered.Homeless,0,2021
MN-511,Southwest Minnesota CoC,Largely Rural CoC,Sheltered-Only Count,Overall.Homeless.Individuals,34,2021
MN-511,Southwest Minnesota CoC,Largely Rural CoC,Sheltered-Only Count,Overall.Homeless.People.in.Families,79,2021
MO-500,St. Louis County CoC,Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Overall.Homeless,341,2021
MO-500,St. Louis County CoC,Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Sheltered.Total.Homeless,304,2021
MO-500,St. Louis County CoC,Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Unsheltered.Homeless,37,2021
MO-500,St. Louis County CoC,Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Overall.Homeless.Individuals,206,2021
MO-500,St. Louis County CoC,Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Overall.Homeless.People.in.Families,135,2021
MO-501,St.Louis City CoC,Other Largely Urban CoC,Sheltered and Partial Unsheltered Count,Overall.Homeless,997,2021
MO-501,St.Louis City CoC,Other Largely Urban CoC,Sheltered and Partial Unsheltered Count,Sheltered.Total.Homeless,838,2021
MO-501,St.Louis City CoC,Other Largely Urban CoC,Sheltered and Partial Unsheltered Count,Unsheltered.Homeless,159,2021
MO-501,St.Louis City CoC,Other Largely Urban CoC,Sheltered and Partial Unsheltered Count,Overall.Homeless.Individuals,573,2021
MO-501,St.Louis City CoC,Other Largely Urban CoC,Sheltered and Partial Unsheltered Count,Overall.Homeless.People.in.Families,265,2021
MO-503,"St. Charles City & County, Lincoln, Warren Counties CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,456,2021
MO-503,"St. Charles City & County, Lincoln, Warren Counties CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,346,2021
MO-503,"St. Charles City & County, Lincoln, Warren Counties CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,110,2021
MO-503,"St. Charles City & County, Lincoln, Warren Counties CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,235,2021
MO-503,"St. Charles City & County, Lincoln, Warren Counties CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,221,2021
MO-600,"Springfield/Greene, Christian, Webster Counties CoC",Other Largely Urban CoC,Sheltered and Unsheltered Count,Overall.Homeless,583,2021
MO-600,"Springfield/Greene, Christian, Webster Counties CoC",Other Largely Urban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,517,2021
MO-600,"Springfield/Greene, Christian, Webster Counties CoC",Other Largely Urban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,66,2021
MO-600,"Springfield/Greene, Christian, Webster Counties CoC",Other Largely Urban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,335,2021
MO-600,"Springfield/Greene, Christian, Webster Counties CoC",Other Largely Urban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,248,2021
MO-602,"Joplin/Jasper, Newton Counties CoC",Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless,210,2021
MO-602,"Joplin/Jasper, Newton Counties CoC",Largely Rural CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,175,2021
MO-602,"Joplin/Jasper, Newton Counties CoC",Largely Rural CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,35,2021
MO-602,"Joplin/Jasper, Newton Counties CoC",Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,152,2021
MO-602,"Joplin/Jasper, Newton Counties CoC",Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,58,2021
MO-603,"St. Joseph/Andrew, Buchanan, DeKalb Counties CoC",Other Largely Urban CoC,Sheltered and Unsheltered Count,Overall.Homeless,150,2021
MO-603,"St. Joseph/Andrew, Buchanan, DeKalb Counties CoC",Other Largely Urban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,118,2021
MO-603,"St. Joseph/Andrew, Buchanan, DeKalb Counties CoC",Other Largely Urban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,32,2021
MO-603,"St. Joseph/Andrew, Buchanan, DeKalb Counties CoC",Other Largely Urban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,85,2021
MO-603,"St. Joseph/Andrew, Buchanan, DeKalb Counties CoC",Other Largely Urban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,65,2021
MO-604a,"Kansas City, Independence, Lee’s Summit/Jackson, Wyandotte Counties, MO & KS",Major City CoC,Sheltered and Unsheltered Count,Overall.Homeless,1575,2021
MO-604a,"Kansas City, Independence, Lee’s Summit/Jackson, Wyandotte Counties, MO & KS",Major City CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,1099,2021
MO-604a,"Kansas City, Independence, Lee’s Summit/Jackson, Wyandotte Counties, MO & KS",Major City CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,476,2021
MO-604a,"Kansas City, Independence, Lee’s Summit/Jackson, Wyandotte Counties, MO & KS",Major City CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,1128,2021
MO-604a,"Kansas City, Independence, Lee’s Summit/Jackson, Wyandotte Counties, MO & KS",Major City CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,447,2021
MO-606,Missouri Balance of State CoC,Largely Rural CoC,Sheltered-Only Count,Overall.Homeless,764,2021
MO-606,Missouri Balance of State CoC,Largely Rural CoC,Sheltered-Only Count,Sheltered.Total.Homeless,764,2021
MO-606,Missouri Balance of State CoC,Largely Rural CoC,Sheltered-Only Count,Unsheltered.Homeless,0,2021
MO-606,Missouri Balance of State CoC,Largely Rural CoC,Sheltered-Only Count,Overall.Homeless.Individuals,432,2021
MO-606,Missouri Balance of State CoC,Largely Rural CoC,Sheltered-Only Count,Overall.Homeless.People.in.Families,332,2021
MP-500,Northern Mariana Islands CoC,NA,Sheltered-Only Count,Overall.Homeless,2,2021
MP-500,Northern Mariana Islands CoC,NA,Sheltered-Only Count,Sheltered.Total.Homeless,2,2021
MP-500,Northern Mariana Islands CoC,NA,Sheltered-Only Count,Unsheltered.Homeless,0,2021
MP-500,Northern Mariana Islands CoC,NA,Sheltered-Only Count,Overall.Homeless.Individuals,2,2021
MP-500,Northern Mariana Islands CoC,NA,Sheltered-Only Count,Overall.Homeless.People.in.Families,0,2021
MS-500,"Jackson/Rankin, Madison Counties CoC",Largely Suburban CoC,Sheltered-Only Count,Overall.Homeless,147,2021
MS-500,"Jackson/Rankin, Madison Counties CoC",Largely Suburban CoC,Sheltered-Only Count,Sheltered.Total.Homeless,147,2021
MS-500,"Jackson/Rankin, Madison Counties CoC",Largely Suburban CoC,Sheltered-Only Count,Unsheltered.Homeless,0,2021
MS-500,"Jackson/Rankin, Madison Counties CoC",Largely Suburban CoC,Sheltered-Only Count,Overall.Homeless.Individuals,129,2021
MS-500,"Jackson/Rankin, Madison Counties CoC",Largely Suburban CoC,Sheltered-Only Count,Overall.Homeless.People.in.Families,18,2021
MS-501,Mississippi Balance of State CoC,Largely Rural CoC,Sheltered and Partial Unsheltered Count,Overall.Homeless,268,2021
MS-501,Mississippi Balance of State CoC,Largely Rural CoC,Sheltered and Partial Unsheltered Count,Sheltered.Total.Homeless,145,2021
MS-501,Mississippi Balance of State CoC,Largely Rural CoC,Sheltered and Partial Unsheltered Count,Unsheltered.Homeless,123,2021
MS-501,Mississippi Balance of State CoC,Largely Rural CoC,Sheltered and Partial Unsheltered Count,Overall.Homeless.Individuals,239,2021
MS-501,Mississippi Balance of State CoC,Largely Rural CoC,Sheltered and Partial Unsheltered Count,Overall.Homeless.People.in.Families,29,2021
MS-503,Gulf Port/Gulf Coast Regional CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless,211,2021
MS-503,Gulf Port/Gulf Coast Regional CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,67,2021
MS-503,Gulf Port/Gulf Coast Regional CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,144,2021
MS-503,Gulf Port/Gulf Coast Regional CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,170,2021
MS-503,Gulf Port/Gulf Coast Regional CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,41,2021
MT-500,Montana Statewide CoC,Largely Rural CoC,Sheltered and Partial Unsheltered Count,Overall.Homeless,1801,2021
MT-500,Montana Statewide CoC,Largely Rural CoC,Sheltered and Partial Unsheltered Count,Sheltered.Total.Homeless,1168,2021
MT-500,Montana Statewide CoC,Largely Rural CoC,Sheltered and Partial Unsheltered Count,Unsheltered.Homeless,633,2021
MT-500,Montana Statewide CoC,Largely Rural CoC,Sheltered and Partial Unsheltered Count,Overall.Homeless.Individuals,1284,2021
MT-500,Montana Statewide CoC,Largely Rural CoC,Sheltered and Partial Unsheltered Count,Overall.Homeless.People.in.Families,517,2021
NC-500,Winston-Salem/Forsyth County CoC,Other Largely Urban CoC,Sheltered and Unsheltered Count,Overall.Homeless,462,2021
NC-500,Winston-Salem/Forsyth County CoC,Other Largely Urban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,323,2021
NC-500,Winston-Salem/Forsyth County CoC,Other Largely Urban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,139,2021
NC-500,Winston-Salem/Forsyth County CoC,Other Largely Urban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,400,2021
NC-500,Winston-Salem/Forsyth County CoC,Other Largely Urban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,62,2021
NC-501,Asheville/Buncombe County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,527,2021
NC-501,Asheville/Buncombe County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,411,2021
NC-501,Asheville/Buncombe County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,116,2021
NC-501,Asheville/Buncombe County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,474,2021
NC-501,Asheville/Buncombe County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,53,2021
NC-502,Durham City & County CoC,Other Largely Urban CoC,Sheltered and Unsheltered Count,Overall.Homeless,396,2021
NC-502,Durham City & County CoC,Other Largely Urban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,278,2021
NC-502,Durham City & County CoC,Other Largely Urban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,118,2021
NC-502,Durham City & County CoC,Other Largely Urban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,278,2021
NC-502,Durham City & County CoC,Other Largely Urban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,118,2021
NC-503,North Carolina Balance of State CoC,Largely Rural CoC,Sheltered-Only Count,Overall.Homeless,1520,2021
NC-503,North Carolina Balance of State CoC,Largely Rural CoC,Sheltered-Only Count,Sheltered.Total.Homeless,1520,2021
NC-503,North Carolina Balance of State CoC,Largely Rural CoC,Sheltered-Only Count,Unsheltered.Homeless,0,2021
NC-503,North Carolina Balance of State CoC,Largely Rural CoC,Sheltered-Only Count,Overall.Homeless.Individuals,949,2021
NC-503,North Carolina Balance of State CoC,Largely Rural CoC,Sheltered-Only Count,Overall.Homeless.People.in.Families,571,2021
NC-504,"Greensboro, High Point CoC",Other Largely Urban CoC,Sheltered and Partial Unsheltered Count,Overall.Homeless,482,2021
NC-504,"Greensboro, High Point CoC",Other Largely Urban CoC,Sheltered and Partial Unsheltered Count,Sheltered.Total.Homeless,419,2021
NC-504,"Greensboro, High Point CoC",Other Largely Urban CoC,Sheltered and Partial Unsheltered Count,Unsheltered.Homeless,63,2021
NC-504,"Greensboro, High Point CoC",Other Largely Urban CoC,Sheltered and Partial Unsheltered Count,Overall.Homeless.Individuals,344,2021
NC-504,"Greensboro, High Point CoC",Other Largely Urban CoC,Sheltered and Partial Unsheltered Count,Overall.Homeless.People.in.Families,138,2021
NC-505,Charlotte/Mecklenberg CoC,Major City CoC,Sheltered and Partial Unsheltered Count,Overall.Homeless,1947,2021
NC-505,Charlotte/Mecklenberg CoC,Major City CoC,Sheltered and Partial Unsheltered Count,Sheltered.Total.Homeless,1678,2021
